,username,full_text
148,imhaebaragi,emang boleh sefakta ini rakyatnya terlalu pesimis bahkan sebelum program berjalan Sama kayak pas pak Jokowi ngeluarin statement klo di IKN bisa bikin konser besar Langsung dihujat abis2an Padahal Singapore berhasil memonopoli konser Taylor Swift dan jadi banyak pemasukan
149,zarr8r,semua dinaikin buat nyari dana program makan gratis blum utang china KCIC blom IKN lu pikir dana buat IKN udah ketanggulangin itu belum bodoh ayolah lu orang terpelajar jangan cuman liat yang seneng2 doang liat substansinya
150,kaisarrrrrrr,Percayalah bbrp thn kedepan bakal lbh ngedumel klo program mkn siang gratis udh jln krna pos pos APBN yg biasa buat pembangunan dll bakal kepake buat IKN sm mkn siang gratis alhasil segala macam sektor yg tadinya disubsidi APBN bakal dikurangi dan pajak dinaikan wkwkwk Mampussss
151,notdindoz,ga sabar liat another keanehan program makan gratis itu wkwkw blm lagi ikn food estate HAHAHHAHA biar kaum all in MALU dan nyesel trus w mampus mampusin deh
152,rndliandr,Sebenernya sah sah aja AHY keliatan bergairah bgt dpt jabatan menteri kalau emg sedari awal mendukung program pemerintah IKN Tapi kan kenyataannya tidak
153,TrifanyKim96,Malahan yang gak sadar masih memuja Mukidi itu pendukung 02 seolaholah ingin melanjutkan pembangunan IKN amp program warisan dari Mukidi
154,lidra_eve,Program nya jelek Cuma makan siang untuk anak sekolah anggaran melebihi bangun IKN Kenapa ga buat sistem untuk orang tua supaya perputaran uang lebih masif anak sekolah ga makan siang ga jadi goblok kok malah kalo siang makan pelajaran setelah makan malah jadi ngantuk
155,hy__nov,Sungai resapan di tutup akhirnya banjir jugak program buatan heru Mana lagi ikn pakek sumur resapan tapi kalian ngehina pemikiran anies oalah sengkuni
156,venussal_,niat kaga sih bikin program itu program gedhe loh anggarannya aja hampir sm dgn IKN kok gajelas gini mungkin ini akibat lebih mikirin maksi gratis dibanding mencerdaskan otak
157,MusydaHadaitul1,Sulit cari duit buat program makan siang gratis Usul saya IKN tetap Oke tp tunda saja pembangunannya Alihkan dananya buat program makan gratis
158,anusange,ini ibaratnya ngomong emang kl ga gw korupsi lu ga bakalan korupsi begooo tanpa ikn duitnya diharapkan buat program yg lebih bisa dirasakan manfaatnya sama masyarakat bakal bener atau ga itu urusan gimana bikin programnya yg meminimalisir manusia macam lu bisa ikutan
159,usxendayo,Gw nnya sm temen gw yg milih onoh penerima kjmu juga dia Bilangnya krn nerusin program jkw ceunah Ikn Sama hilirisasi gw yakin dia gatau arti sebenernya hilirisasi itu apa Kebawa berita2 tiktok ya Allah Gw kasih fakta dibaca doang
160,DURNO2024,duh yg tinggal nunggu pelantikan msh sj ngurusin hak angket Program donk Program IKN Makan Siang Hayohqyo
161,rashaya_w,Ini kalau duitnya ke Program Makan Siang Gratis or worse IKN May you rot in Hell Heru and Jokowi Dynasty
162,Jojobetako2,Karena hutang akibat proyek2 ngawur seperti kreta cepat dan IKN yg dipaksakan lalu naga2nya bakalan tambah ngawur dgn program makan siang gratis lah distribusi sembako secara merata saja sulitnya minta ampun ini mau distribusi makanan siap saji setiap hari Ya ngimpi tong
163,likecowntall,Program yg sedari awal gapunya konsep selamanya akan jadi mainan politik Con IKN
164,jstadongg,Dengan ikn yg hanya dibatasi 2jt penduduk I dont think so Transmigrasi Kemana Perlu di pikirin apa jaminan nya kl warga ikut program dan ninggalin zona nyaman mereka ini bisa jd apa dapet apa dan gmn prosesnya Jgn2 jd nya cuma mindahin org kurang mampu ke tmpt lain aj
165,ikn_merdeka,Selalu mengajak anak muda untuk ikut berpartisipasi dalam program yang pemerintah rencanakan
166,FDSR_,Dikasih hunian IKN ga tuh masa berjasa sama program buat rakyat tapi ga dikasih
167,zahra_calla,elu diem deh anggaran beasiswa kjmu kjp pd dipangkas buat nambahin anggaran pembangunan IKN dri 19rb penerima cuma sisa 7rb penerima ini aja blm dilantik jd presiden udh byk masalah gmn nanti itu program maksi berjalan apalagi anggaran yg hrs dipangkas waras dikit
168,me_veeta,Iyaaaa bangeeeeet dimanaaaa rakyat ngantri beras dimana mahasiswa demo dimana pemilu amburadul eh kabur ke IKN eh malah suruh rakyat cek harga sendiri ke pasar eh malah diam membisu ditambah manaaaa program ketahanan pangan nyaaa
169,randytemanmu,3 anggaran gila2an ga make sense mnurut gua bner kata capres anies dibangun boleh tp bertahap amp uangnya dipakai dulu utk kepentingan lain trlebih presiden terpilih kan pny program maksi gratis knp ga dari ikn aja uangnya drpd comot pagu lain kyk bos
170,azka1999,Dengan perhitungan bahwa anggaran 450 TTahun itu belum hitung susu 908 TTahun kalo dihitung 1 susu kotak 3000 biaya produksi distribusi gaji pekerja dan seterusnya Maka total anggaran program sudah melebihi 466 T untuk IKN
171,mdrfhyt,orang2 yang doyan kuproy sebaiknya dibuatkan program transmigrasi ke IKN gratis ngegebet kuproy2 gedung kompleks pemerintahan
172,rrabadikik,Heranku satu terkait program maksi yg diusung Pak Prabowo KENAPA SDH DIBAHAS PEMERINTAHAN PAK JOKOWI SKRG Beda cerita kalau program ini sdh muncul dari Pak Jokowi mau dilanjutkan Pak Prabowo seperti IKN Ini kebalik cuk
173,blue_is_shit,Gk bisa kerja Lets seeprogram makan gratis di Jakarta semasa Anies sudah ada dan berjalan lancar kemudian ide itu di curi Wowo untuk kampanye pilpres sumur resapan program Anies di Jakarta sekarang di terapkan di IKN bagaimana dgn Heru pilihan Jokowi
174,FDerasti,Maksi gratis demi kecerdasan hilirisasi amp IKN yg rame saya jarang skali baca program 01 amp 03 yg melekat di kepala org amp netizen
175,AnggaPutraF,Hahahaha pasti ngebahasnya pake artikel detik yang menghilangkan satu kata Kelakar Gibran lagi jual diri pake kelakar gw menjawab jual dirinya gibran pake kelakar juga Bahkan gw pertegas bahwa gibran dipake buat nolak program jokowi mis IKN Waktu itu belum ada
176,katasiapalo,Udah bubar aja bubar program ga ada jelas2nya cuma ngandelin nama yg gampang diinget doang biar kepilih mending bikin IKN baru di pulau Sumatera aja
177,pussycatee,Klo bahan pangan naik bbm naik dikasi 15k buat masak apa dah buat cegah stunting Yg ada ibu nya ikut stunting mikirin belanja didapur udh simpen aja duitnya batalin IKn dan program makan siang biar negara hemat 2500 T APBN bisa dipake buat memperbaiki perekonomian
178,eldynm_,Ada 03 yg nerusin IKN Ada 01 yg stay di Jakarta tapi IKN gak diabaikan Malah milih 02 yg nerusin di IKN dan buat program gak jelas blas Aneh
179,irawan31072779,saya haqul yakin jika bener2 program maksi gratis ttp diterapinbangsa ini akan Resesi karena kita sdng giat membangun IKN yg anggarannya gede jika ditambah maksi gratis yg anggarannya guede jgayolah fokus aja ke IKN dan program2 produktif yg tdk menyedot anggaran
180,edi750920,tu perhatikan konsep pak Anis dipakai untuk IKN dulu katanya program ngak masuk akal
181,HumasUnp,Tim KKN UNP bersama Ketua LPPM UNP mematangkan Program Integrasi Kampus Nagari Program Pemberdayaan Masyarakat IKN PPM UNP
182,hervanka,yg punya otak pasti mikirbangun ikn 400T aja harus cari utangan nawarin hgu sampe ratusan tahunlah ini bikin program yg setahun habis 465 Tkan guoblok
183,tempodotco,Program Makan Siang Gratis Kian Bebani APBN Ekonom Anggarannya Lebih Besar dari IKN
184,HeruSup80445135,Bkn mslh komunis liberal Yg jelas keinginan pemimpin nasionalnya Mau dibawa kmn petaninya Cth jaman pak harto ada program swasembada pangan Hingga semua infrastruktur pertanian di bangun dr waduk hingga irigasipupuk disubsidi Klo skrg fokus ke btu bara sawittolikn
185,eanisayu,57jt study case nya bikin work flow sama anggaran untuk nation wide program trs present ke high ranking official wkwkwkwkwkwwkwkwk Berkaca dari sayembara logo IKN kemaren aja si yg 3 besar yg mana yg dipake yg mana
186,KZzuo,Untuk program makan siang saja ratusan trilyun ini belum bicara kemungkinan korupsi lho ya lalu ada IKN yg akan menguras APBN Menurut saya kemungkinannya cukup besar
187,CCwithSybil,Makanya klo Partai Sampah Indonesia mengkritik kebijakan Anies di Jkt itu jangan didengerin motifnya cm politik Buktinya program yg dikritik mereka di era Anies dipakai IKN juga kan Dan program yg mereka dukung juga yg prog2 sampah ajaib motifnya cuma all in Jokowi
188,Demokrat_TV,Kami selalu bersikap rasional melihat program pemerintah menyampaikan sesuai realita tentu Mas AHY sudah lihat bagaimana situasi IKN dan progressnya sangat baik sangat puas dengan apa yang dibangun Presiden Jokowi Herman Khaeron
189,asken_kane,Yeeeee bajer kot0pl Nyamain program makan siang gratis indo ama jepang lawak dex jumbah penduduk Jepang itu 50dari penduduk indo dan jepang anggaran negaranya setabil sedangkan negara kita lagi boncos buat ikn dana abadipesantren blum hilirisasi digital dan tambang
190,Fitri_Greens,Klo ga pny duit mah ga usah maksa bikin program ga penting IKN sm kereta cepat aja ga penting eh skrng nambah makan siang gratis
191,AdePhanay,DI REZIM JOKOWI DI CEKOKI PROGRAM YG GLINDUR TANPA PERENCANAAN amp ANALISA POKOK E HANTAM KROMO IKN FOOD ESTATE KA CEPAT BANDARA2 DLL DSB KALO RAKYAT MENOLAK amp PROTES APKAM SIAP MELIBAS TERNYATA PROGRAM P LURAH DI TIRU OLEH WOWO WES MBOH LAH
192,2672Uwak,semangat trus Pak Presidenkami dukung IKNkami dukung program kerja kerja nyataselama ini semuanya ada dizaman pemerintahan Pak Jokowikami dibelakang Pak Presiden sampai akhir jabatantrimakasihzzz
193,bahasapaja,Kalau dihitung dengan kacamata orng awam 15K 80 juta anak 12T Itu hitungan nya baru per hari Kalau setahun 12T x 365 hari 438T 1 tahun anggaran makan siang gratis biaya pembangunan IKN So apakah dengan biaya segede itu logic kalau program tersebut dijalankan
194,duannjiaxu,Aku diem aja sebagai warga luar jawa dan ga nonton konser serta ga setuju program ikn
195,SandiEgaa,Ikn ini program yang grusak grusuk kurang perhitungan juga bukan komandan
196,bluebelliex,Bukan masalah egois atau apa tp program ikn tuh blm bisa karena emang kesejahteraannya masih kacau balau Mau lu pindain tuh ibukota kalo pejabatnya korup dan ga amanah ya sama aje weyy gabakal maju Yg harus di benahin tuh kebijakannya supaya pejabat2 korup itu tuh diilangin
197,calendzr,tapi ikn ini sebenernya ngga efektif tau emang menurut kalian program ini efektif
198,glock20xx,Cocok diangkut ke ikn buat program wamil
199,henchanted23,Lo beneran gatau IKN programnya Jokowi kah Itu program ibukota baru yang dibikin Jokowi Lengkapnya Googling aja
200,imdeoneandonly,yess dipikir2 juga program ini agak memaksakan kalo harus dijalanin langsung tahun depan belum lagi ikn masih on proses tapi kalo programnya ga dijalankan efeknya gimana yaa pasti pada nuntut juga kan yaa janji program pas kampanye
201,wisnudinarko,Bapak Presiden mohon Bapak tinggal di IKN setelah purna tugas nanti agar Bapak bisa mengawasi progress pembangunan IKN yg merupakan program kebanggaan Bapak
202,alfinpranata42,Teluk Balikpapan juga habitat dari pesut pesisir Jadi apakah IKN berdampak buruk pada habitat pesut tentu pasti ini juga yg di lihat oleh peneliti dari Yayasan Konservasi RASI dalam program penelitiannya tentang dampak IKN terhadap biodiversitas hewan dan tumbuhan
203,Embun_5enj4,Senang ya pak di ikn gk kebanjiran Gak ada banjir spt di Jakarta Krn sumur resapan di cor beton semua Kebanjiran Cuman buat rakyat jelantah kalo buat pemerintah n aparat mah cukup pindah ke ikn rumah bagus gak ada banjir krn program sumur resapan pak Anies berfungsi di ikn
204,ojkindonesia,Sobat OJK sbg bentuk dukungan nyata thdp program pengembangan IKN OJK melakukan penandatanganan perjanjian bersama Otorita IKN yg dilakukan Ketua Dewan Komisioner OJK Mahendra Siregar amp Kepala Otorita IKN Bambang Susantono disaksikan Presiden RI Joko Widodo di Kalimantan Timur
205,fadlilazka19,Nek misalkan program kaya BPJS cacat aku esih bisa terima lah soale tujuane mungkin apik cuma sistem sing esih berantakan Tapi nek MAKAN SIANG GRATIS IKN bener2 cacat logika
206,ojkindonesia,Kehadiran OJK amp sektor jasa keuangan merupakan dukungan nyata thdp program pengembangan IKN yg dilakukan pemerintah serta mendukung kepentingan perekonomian nasional melalui infrastruktur SJK spt pembangunan pusat layanan perbankan di Kawasan Inti Pusat Pemerintahan IKN
207,zola_papazola2,ini baru permulaan sudah mulai muncul tambahan program2 aneh yg sebelumnya tidak ad pdhal program yg janji kampanye nya saja blum jlas gimana pelaksanaan dan sumber dananya blum lagi ditambah mo lanjutkan IKN gak jlas lompat sanasini sementara anggaran APBN terbatas
208,staysaferek,Ya memang idealnya seperti itu Tapi bisa ga ngerjainnyajangan cuma mentok di idegagasan 5 tahun kedepan fokus saja ke panganlupakan dulu IKN atau program muluk2 Jokowi
209,Iwansetiawan512,Ini bukti program kerjanya berhasil yaitu mencari alasan agar bisa pindah ke IKN Selamat ya pak
210,TopanTj,Kalau program dinilai bagus dan diantisipasi lebih awal spy sukses knp tidak Bukankah mrk memang usung platform berkelanjutan Misal Anies menang lalu melanjutkan IKN yg bukan programnya disimulasikan amp dimasukin RAPBN berikutnya gak boleh gitu Aneh2 aja
211,pubgadget,Program apaan Lha wong duitnya udh habis buat IKN dan makan siang gratis wkwwkk
212,bapakayammmm,Ohhmungkin program makan gratis ini fungsinya cuma biar budget bikin IKN itu serasa kecil yaa IKN total 400T Makan Gratis 400Ttahun Nanti programnya ga maksimalx lalu stop bilangnya demi pembangunan IKN pemerataan pembangunan
213,JJ_tilu,Hmmprogrammakan gratis ini kayakmya mirif2 era Jkw dg kartu sembako murah kartu2 lainnya Apakah dilaksanakan Gal ketahuan jg Nanti jg rakyay dialihkan dg program IKN keamanan dan project2 yg dikatakan PSN lainnya
214,donnii_ach,02 adalah negara fafifu program tanpa dialog Eh pas program mau jalan comot dana dari sana sini Rakyat dipaksa terima Kampanye program yg nggak ada dialognya ya gini Kek negara ketok palu IKN amp ciptaker Baru makan siang gratis aja udah bikin meringis gini Otw surem kita
215,Embunpa01390476,Dapat tulang langsung siap menjalankan program ibu kota barupdhl dulu2 ngomyang ttg IKNgak malu Yo mas menjilat ludah sendirigara2 dpt sedikit tulangkukira kesatria ternyata kasta kusta
216,slcht_,Halhal yang dikerjakan pemerintah memasukan program maksi gratis membangun IKN itu tidak jelas urgensinya apa ada banyak sekali hal yang harusnya mereka perhatikan yaitu kesejahteraan rakyatnya Kesejahteraan buruh kesejahteraan guru nakes petani dan masih banyak lagi
217,Enigmabiru,Ya mau gimana soalnya dana lain yg akan didapat dari kenaikan cukai rokok cukai minuman manis dan temantemannya itu mengalir untuk pembangunan fasilitas mewah IKN Makanya bingung dana program ini dari mana ya banyak lagi
218,YayiekY,Cari pembenaran Nanti pake alasan karena banyak yg ragu dan nolak maka program batal Anggaran dialihkan ke IKN
219,partaimedsos45,gak ada yg salah kok dari peninggalan kolonial ambil yg baik dari kolonial buang yg buruk dari kolonial jadi apakah udah fix nih kalau IKN ini program mercusuar gak ada embel embel IKN dibangun agar pembangunanekonomi tidak berpusat di jawa
220,IwanPahmi77206,IkN adalah warisan dari pemimpinpendahulu untuk pemimpin masa depan semogaberkelanjutan dan tidak ada lagi budaya saling meniadakan di masa depankarena bangsa yang besar untuk maju butuh estafet program
221,van_harlend,Jd buat BBM ato makanan nih tuh singkong Kita akan punya presiden paling tidak realistis nih semua program yg dia sebut selalu berlebihan Maksi gratis ratusan sekolah kedokteran puluhan IKN baru etc Mimpi siang bolong
222,Sgrdamai,Linglung dan bingung mikirin program makan siang dananya darimana Dulu Jokowi ingin membangun IKN bingung dananya darimana sama2 bingung jdinya lengket
223,setopankahiji,airlangga cm test water aja itu mah Pemain catur nya kan jkw Program yg bner2 dipaksakan ini hrs jd kan cm jkw dan 02 yg tau Bisa jd buat nutupin biaya ikn yg membengkak
224,Inggridv112,Mari dukung program pembangunan IKN Nusantara
225,antaranews,Kawasan perbankan hadir di IKN hingga simulasi program makan siang
226,PutraPe24992947,Wong IKN aja masih butuh banyak dana lha ini malah mau bikin program yg biayanya setara atau lebih dari dana membangun IKN benar cara berfikir di luar nalar
227,ohbaconlove,Habis nonton university war sadar banget kl pendidikan kita masih kalah jauh Kl mau ngomongin soal asupan anak pun kenapa ga bikin program pangan murah Malah duitnya dipake buat bikin rumah menteri di IKN Mereka kan punya duit Ngapain dikasih kemewahan lagi
228,DarneNyoman,450 T itu setara dana buat bangun IKN IKN sj blm beres eh bikin program yg absurd lagi Ujung ujung ya kesulitan dana Jalan pintas 2 Reposisi anggaran Tambah hutang Ujung2 yg tanggung ya seluruh rakyat Indonesia bkn hy pemilih 02 Bantah pakai jurus apalg
229,booster_lah,Kl saya pikir2 lg kayanya IKN itu ga penting2 amat sih Mending biaya buat program 1 keluarga 1 sarjana supaya revolusi mental IKN itu kayanya cuman sekedar pembangunan komplek elit aja
230,dotsolutionnet,Media Monitoring 29 Februari 2024 Top Isu 1 Sorotan Program Makan Siang Gratis 2 Rekapitulasi Perolehan Suara 3 Harga Beras Masih Mahal 4 Pro kontra Jenderal Kehormatan 5 Banjir di Sekitar Jakarta 6 Groundbreaking Gedung Perbankan di IKN
